edad,sueldo,experiencia,a�os_empleo,etiqueta,pais
24,83341,2,1,A,Mexico
50,84324,6,7,B,Peru
44,66665,7,1,B,Estados Unidos
39,78222,11,9,C,Mexico
23,68891,14,1,B,Urugay
27,80588,11,1,C,Estados Unidos
27,63685,12,7,A,Urugay
48,99934,11,1,B,Mexico
54,76632,9,6,C,Argentina
50,56772,7,4,A,Argentina
47,33280,9,8,C,Peru
50,25871,5,3,C,Canada
63,28479,8,2,C,Peru
44,56715,2,6,A,Canada
53,91069,7,9,A,Peru
46,87078,9,5,C,Peru
22,88188,3,2,B,Urugay
22,29430,4,3,C,Estados Unidos
30,41341,2,7,A,Argentina
63,39076,5,3,B,Canada
55,39626,7,3,B,Urugay
40,81384,3,5,C,Canada
37,68531,6,6,B,Argentina
38,81128,5,9,B,Mexico
24,73406,9,2,B,Canada
61,60423,11,4,C,Peru
23,38494,3,5,B,Peru
51,77373,13,5,A,Mexico
44,37987,3,4,A,Mexico
26,87838,8,5,B,Estados Unidos
58,48359,5,9,A,Peru
29,35479,9,5,B,Argentina
59,27406,3,9,B,Canada
35,74750,1,9,B,Canada
55,73935,5,6,C,Urugay
47,74572,10,1,C,Mexico
42,45951,6,1,B,Mexico
22,28845,7,1,B,Canada
56,39084,11,2,B,Canada
33,98524,12,5,B,Mexico
56,65894,7,8,C,Mexico
31,27690,11,8,C,Peru
50,55652,7,5,C,Estados Unidos
57,95896,1,3,B,Urugay
23,39814,4,6,B,Mexico
49,60326,9,4,C,Argentina
50,26215,2,6,C,Canada
46,98187,1,5,B,Urugay
38,69945,6,2,A,Canada
50,43788,3,1,B,Estados Unidos
25,71469,2,4,A,Argentina
45,95362,1,3,A,Peru
54,80888,11,1,A,Estados Unidos
21,85485,1,5,A,Estados Unidos
24,31362,12,8,C,Peru
53,50258,12,1,A,Urugay
21,26426,14,8,C,Estados Unidos
28,46734,10,6,C,Urugay
25,30670,5,3,A,Peru
56,92558,7,3,A,Argentina
47,35828,7,7,A,Peru
59,29927,12,9,B,Canada
50,26139,8,4,C,Urugay
59,35655,11,6,B,Argentina
36,90106,11,3,B,Urugay
64,49628,9,1,C,Argentina
20,74528,1,8,C,Canada
60,86913,9,2,A,Estados Unidos
30,89743,5,8,A,Canada
20,44711,8,1,B,Urugay
34,41663,14,2,A,Canada
29,39004,12,1,C,Argentina
64,57399,12,8,C,Canada
59,40070,1,9,C,Mexico
46,44300,12,6,A,Mexico
32,83555,1,1,A,Estados Unidos
44,82367,14,8,B,Mexico
54,77226,6,8,B,Estados Unidos
29,54498,6,3,B,Urugay
58,54246,6,2,A,Urugay
59,75198,12,8,A,Canada
26,54016,12,5,C,Mexico
56,90669,13,9,B,Argentina
30,32196,12,4,A,Argentina
25,25624,10,4,C,Mexico
33,26982,8,1,B,Estados Unidos
56,90829,6,1,B,Peru
33,75012,6,3,B,Peru
20,99043,13,4,B,Estados Unidos
29,27696,3,5,C,Urugay
55,97972,4,8,A,Estados Unidos
36,79111,13,9,C,Urugay
54,63395,9,5,B,Urugay
45,53995,9,5,B,Urugay
35,44008,2,3,B,Peru
64,71167,13,5,B,Estados Unidos
22,33808,1,2,C,Estados Unidos
60,48491,10,6,A,Estados Unidos
36,97337,8,1,C,Argentina
62,57418,14,8,A,Canada
39,94732,8,9,A,Mexico
47,39002,11,6,A,Estados Unidos
28,65794,12,4,A,Mexico
21,87303,5,3,C,Mexico
47,99340,5,5,B,Peru
58,96186,2,8,A,Urugay
56,46232,11,2,A,Mexico
61,88675,11,9,C,Peru
61,87300,8,9,A,Estados Unidos
23,31375,10,3,B,Canada
54,96761,11,3,C,Urugay
50,87949,12,1,B,Argentina
24,86959,3,1,C,Urugay
41,51978,8,4,B,Peru
63,51399,3,2,C,Argentina
56,48312,6,1,B,Peru
41,82751,14,8,C,Argentina
22,52351,1,5,B,Estados Unidos
37,61546,9,5,A,Peru
50,60826,3,9,C,Argentina
55,46543,13,6,C,Estados Unidos
32,31240,10,7,A,Mexico
54,65829,7,5,C,Peru
48,37481,3,4,A,Peru
29,83829,1,1,A,Argentina
51,73546,12,7,B,Argentina
58,40696,13,4,B,Urugay
39,74385,13,4,C,Estados Unidos
29,48802,6,9,C,Urugay
26,78423,14,1,B,Urugay
34,88180,13,4,A,Canada
41,51476,14,7,B,Argentina
31,55772,9,9,A,Urugay
43,87723,3,9,C,Estados Unidos
28,74529,12,1,B,Estados Unidos
53,77133,1,2,B,Estados Unidos
32,90786,8,6,C,Urugay
44,34205,14,9,C,Mexico
58,54022,3,2,B,Argentina
22,26301,4,3,B,Mexico
48,85372,6,7,B,Peru
40,86428,10,1,B,Canada
24,95299,2,3,B,Canada
54,63907,14,8,B,Urugay
38,54156,8,4,B,Argentina
32,77457,4,4,A,Canada
38,67295,2,2,A,Argentina
30,42082,10,8,A,Argentina
38,26431,3,7,C,Estados Unidos
57,75406,3,1,B,Urugay
22,29182,2,7,B,Argentina
29,33948,9,8,A,Peru
38,28947,11,5,C,Urugay
46,99313,9,8,C,Peru
41,40109,8,5,B,Estados Unidos
30,43473,10,7,A,Estados Unidos
42,79392,3,3,C,Canada
47,86704,13,7,B,Argentina
59,50862,7,8,C,Estados Unidos
44,52184,2,3,B,Argentina
56,54975,1,9,B,Canada
41,98841,9,8,C,Peru
24,33463,10,6,B,Urugay
47,88389,8,9,B,Urugay
25,78290,13,9,C,Canada
33,98890,8,4,A,Canada
28,33531,10,4,C,Mexico
40,55689,5,5,C,Urugay
37,26782,9,7,C,Estados Unidos
22,35604,4,4,B,Argentina
63,33271,13,5,B,Peru
36,70747,2,7,C,Mexico
62,41881,8,2,A,Urugay
35,56757,13,2,B,Canada
21,75949,4,9,A,Canada
54,38043,13,5,B,Mexico
56,88753,14,4,A,Argentina
25,91922,6,5,A,Canada
54,33459,5,3,B,Peru
50,79732,2,4,C,Peru
64,89147,10,1,C,Mexico
58,78843,13,6,C,Estados Unidos
32,89135,2,2,B,Canada
61,53599,7,4,A,Peru
31,27093,2,9,B,Urugay
49,49887,5,1,B,Estados Unidos
57,26860,10,2,C,Canada
58,86006,1,3,A,Mexico
60,54999,6,1,B,Mexico
41,65840,1,8,A,Urugay
20,88354,9,7,C,Urugay
60,27170,10,8,C,Peru
63,81287,6,2,A,Canada
45,43706,13,2,B,Urugay
61,49475,1,1,B,Estados Unidos
27,73662,6,1,B,Canada
42,81500,14,5,B,Argentina
21,45629,8,3,C,Argentina
49,63623,1,2,A,Mexico
47,31852,10,6,A,Argentina
44,85318,12,7,C,Argentina
41,50986,4,3,C,Mexico
21,34824,3,3,B,Mexico
34,98131,10,3,C,Peru
58,91037,13,7,A,Estados Unidos
61,48410,6,9,A,Canada
56,39595,12,6,A,Urugay
24,60004,6,4,A,Estados Unidos
58,98738,3,9,C,Urugay
46,56481,2,1,B,Estados Unidos
27,70099,1,3,C,Argentina
59,44115,6,6,C,Canada
59,74877,12,1,B,Urugay
46,91620,13,2,B,Estados Unidos
23,90842,1,5,C,Estados Unidos
30,58469,7,6,C,Peru
56,27088,11,6,C,Argentina
51,68850,5,8,A,Mexico
59,91493,1,5,C,Estados Unidos
38,73042,14,9,A,Mexico
38,51724,2,3,A,Canada
51,72792,7,3,A,Urugay
53,80716,5,1,C,Mexico
49,44257,8,7,A,Peru
53,29309,14,7,C,Estados Unidos
59,75050,2,2,A,Argentina
45,54555,10,2,A,Estados Unidos
28,79154,13,6,A,Estados Unidos
37,36675,6,2,C,Peru
57,31688,9,2,B,Urugay
50,31800,7,9,B,Canada
54,51446,8,4,C,Estados Unidos
23,50916,5,1,B,Argentina
62,55786,8,3,B,Urugay
55,72806,10,2,B,Mexico
39,60653,6,2,A,Mexico
41,62327,1,1,A,Peru
43,29510,5,3,A,Estados Unidos
26,38381,13,5,C,Estados Unidos
30,41307,5,6,A,Argentina
57,73746,10,9,C,Canada
29,94449,1,8,B,Argentina
24,62691,9,2,C,Urugay
34,59795,10,3,B,Peru
28,25191,14,5,A,Urugay
28,98342,7,3,B,Peru
26,92055,7,5,C,Urugay
41,92286,12,9,A,Peru
60,53066,6,9,A,Estados Unidos
30,90593,2,6,B,Argentina
55,53358,5,3,A,Mexico
20,96579,4,6,A,Canada
43,76463,8,6,C,Mexico
23,41711,4,2,C,Urugay
37,69525,8,6,A,Mexico
59,42141,11,6,A,Urugay
43,81728,10,9,C,Argentina
38,34551,5,7,B,Peru
39,41124,12,6,B,Estados Unidos
20,49430,6,4,A,Estados Unidos
34,95018,5,8,B,Mexico
56,59680,9,5,C,Peru
52,84957,9,1,A,Peru
56,80268,14,7,A,Canada
56,46600,11,4,C,Mexico
54,94185,12,5,A,Peru
22,36871,3,5,C,Canada
52,74371,5,4,B,Estados Unidos
36,70228,10,3,B,Peru
44,54097,4,3,C,Mexico
40,43194,2,2,A,Peru
31,67363,11,7,B,Peru
55,98652,10,5,A,Argentina
36,34368,13,5,C,Urugay
45,84643,13,5,C,Peru
40,95966,14,3,C,Urugay
23,89276,8,3,A,Argentina
51,63409,6,4,C,Urugay
51,45690,9,7,C,Estados Unidos
55,39323,14,9,C,Estados Unidos
44,97196,13,7,B,Peru
33,75722,7,4,C,Estados Unidos
30,76828,7,9,B,Estados Unidos
38,27923,8,4,B,Mexico
30,81032,13,4,C,Argentina
37,83791,10,3,A,Mexico
22,88034,11,1,C,Argentina
20,92830,14,6,A,Peru
20,47097,11,6,A,Argentina
24,59893,11,6,A,Estados Unidos
59,40216,2,7,A,Argentina
59,87881,5,3,A,Canada
41,84137,12,1,B,Peru
48,68969,10,6,B,Estados Unidos
60,26673,8,6,A,Argentina
52,57076,10,2,A,Estados Unidos
37,36990,4,6,C,Peru
62,85446,9,2,C,Urugay
45,54690,1,4,B,Urugay
59,53271,2,7,C,Peru
34,99057,8,6,A,Argentina
60,72201,4,5,B,Argentina
55,29250,5,9,C,Argentina
42,43414,12,9,C,Argentina
24,72577,7,6,B,Mexico
64,67220,12,7,B,Mexico
51,48963,10,2,C,Mexico
30,25061,10,8,B,Urugay
58,51838,6,7,C,Mexico
43,36770,12,4,B,Canada
39,95138,11,6,C,Canada
51,63972,2,4,C,Urugay
21,96539,3,3,B,Urugay
46,33454,8,9,A,Urugay
60,67547,7,2,B,Estados Unidos
37,76218,2,1,C,Urugay
63,62697,1,8,A,Canada
21,30729,8,1,C,Urugay
36,71943,9,5,C,Urugay
39,83678,11,3,B,Argentina
38,31277,14,2,C,Urugay
23,31451,6,8,B,Urugay
31,86956,8,7,B,Canada
20,47208,5,4,A,Argentina
55,31514,12,9,C,Peru
63,99426,8,6,A,Argentina
26,69141,10,3,A,Estados Unidos
30,95596,2,6,A,Urugay
54,52430,5,7,A,Urugay
56,62462,5,5,B,Urugay
23,98561,9,5,A,Estados Unidos
48,95920,12,1,A,Peru
52,74034,14,1,C,Mexico
58,96061,14,2,A,Estados Unidos
62,66780,9,6,C,Canada
28,41806,3,1,B,Mexico
40,55247,9,3,B,Canada
36,93866,7,3,C,Urugay
52,89609,2,7,B,Argentina
23,67010,12,3,A,Estados Unidos
43,35459,9,9,B,Canada
34,62245,11,2,A,Argentina
56,39578,8,8,C,Estados Unidos
64,74901,13,1,B,Estados Unidos
44,33831,12,2,A,Mexico
59,56623,14,1,A,Canada
57,87562,4,9,A,Argentina
61,38216,14,1,B,Estados Unidos
20,27540,1,4,B,Argentina
58,91523,5,3,C,Mexico
63,88904,5,7,C,Argentina
59,63595,2,2,B,Canada
49,95847,6,6,C,Estados Unidos
59,73988,1,1,B,Peru
37,88479,10,7,B,Peru
58,38766,11,2,C,Urugay
28,96367,8,2,A,Peru
23,63459,11,3,B,Estados Unidos
60,99658,2,7,B,Urugay
50,39046,5,9,A,Argentina
34,95184,11,4,B,Argentina
52,97142,6,3,B,Canada
24,52193,6,9,A,Peru
20,94160,5,3,B,Mexico
52,29175,5,3,C,Peru
42,44370,5,7,A,Estados Unidos
35,46428,8,3,B,Mexico
55,45620,14,9,B,Urugay
35,44568,14,4,A,Argentina
58,70061,5,8,C,Canada
31,54493,10,5,A,Estados Unidos
51,53260,4,8,B,Canada
50,70183,4,8,C,Canada
56,72295,2,8,B,Peru
57,95472,4,8,B,Estados Unidos
26,43302,1,8,A,Argentina
41,85679,3,5,A,Estados Unidos
38,38224,1,3,B,Urugay
27,81364,2,1,A,Peru
24,50919,12,2,C,Peru
25,38340,12,7,B,Mexico
34,56118,10,1,B,Canada
61,41273,5,7,C,Urugay
61,97570,14,4,B,Argentina
22,69811,9,7,A,Peru
63,58666,4,6,B,Estados Unidos
60,63684,3,2,A,Peru
39,63490,5,7,B,Argentina
23,60731,1,1,A,Argentina
26,85963,11,8,C,Argentina
21,97372,4,5,B,Estados Unidos
20,93488,1,5,B,Mexico
30,70381,9,5,B,Estados Unidos
37,31107,8,2,A,Canada
52,88300,9,4,C,Estados Unidos
55,67677,3,2,C,Argentina
52,90787,7,6,C,Urugay
28,28036,14,2,C,Canada
43,63515,5,7,B,Argentina
28,86389,7,7,B,Estados Unidos
53,89562,12,6,C,Urugay
24,26242,9,8,A,Estados Unidos
62,41696,2,8,A,Mexico
46,76606,5,7,B,Estados Unidos
52,98484,8,8,A,Canada
37,56978,6,5,B,Estados Unidos
42,36830,3,3,B,Argentina
53,50657,14,8,A,Mexico
62,35973,10,6,B,Mexico
40,61154,7,5,B,Estados Unidos
41,90453,5,6,C,Canada
46,84967,1,6,C,Mexico
57,41179,7,1,B,Peru
46,97704,13,7,A,Argentina
29,85904,13,6,B,Mexico
32,88601,14,1,B,Urugay
24,25233,6,2,C,Peru
33,33944,10,8,C,Peru
39,86336,5,1,C,Argentina
42,82192,10,3,A,Urugay
63,63162,7,5,A,Argentina
50,29211,2,9,B,Peru
61,36659,13,5,A,Peru
26,97599,9,3,A,Estados Unidos
33,51888,4,4,C,Estados Unidos
51,39971,3,5,C,Estados Unidos
23,71436,10,2,B,Estados Unidos
27,75314,8,2,B,Canada
40,90454,10,9,C,Urugay
53,56212,7,4,A,Mexico
44,63855,9,2,C,Estados Unidos
61,81626,3,1,C,Mexico
54,48408,4,1,B,Estados Unidos
42,71940,5,5,B,Mexico
37,41115,12,3,B,Canada
43,61657,6,1,B,Estados Unidos
38,96950,10,3,B,Canada
25,93985,2,9,B,Mexico
36,77525,8,5,B,Mexico
31,86435,11,1,A,Peru
40,45899,13,5,B,Peru
27,96427,1,9,B,Canada
42,68531,1,7,A,Mexico
60,91098,6,2,B,Urugay
54,36207,5,6,B,Canada
22,69934,6,2,A,Peru
27,25674,11,1,C,Mexico
23,30432,8,8,B,Mexico
33,54800,5,2,C,Estados Unidos
44,32050,6,3,B,Canada
32,74887,2,9,A,Mexico
39,45737,1,6,C,Mexico
22,57274,8,7,A,Peru
26,97359,12,7,B,Urugay
50,93756,5,4,A,Mexico
55,50154,6,4,B,Mexico
55,80200,6,3,A,Mexico
44,27368,13,3,C,Mexico
28,43372,7,1,B,Argentina
57,30024,9,1,A,Estados Unidos
33,41523,8,7,C,Estados Unidos
37,95377,10,3,C,Mexico
21,96844,2,7,A,Canada
61,26291,7,5,A,Peru
32,59794,9,4,C,Argentina
33,28363,5,8,A,Estados Unidos
48,61521,1,7,B,Canada
58,98449,9,1,A,Estados Unidos
24,75146,14,6,A,Estados Unidos
59,56933,11,4,A,Urugay
61,53945,6,9,B,Argentina
34,30970,9,8,A,Mexico
63,53678,6,8,C,Canada
36,33926,10,2,A,Estados Unidos
47,47529,13,5,C,Urugay
44,71155,10,5,C,Peru
51,34179,11,4,B,Urugay
23,42527,8,2,C,Canada
57,93077,5,5,A,Mexico
50,55811,3,7,A,Peru
58,43970,6,2,A,Argentina
48,95421,3,1,C,Urugay
62,79964,7,3,B,Urugay
29,29801,10,6,A,Estados Unidos
39,70451,5,8,C,Urugay
58,78597,1,3,A,Argentina
49,53653,7,9,B,Estados Unidos
33,33073,2,1,C,Canada
42,91189,6,9,C,Canada
21,98170,11,7,C,Peru
55,48801,8,3,A,Peru
53,46916,9,4,B,Argentina
62,27439,14,3,B,Estados Unidos
23,96394,12,5,B,Urugay
50,93089,9,5,A,Urugay
35,67692,3,1,B,Canada
37,83679,8,9,A,Mexico
63,87401,1,8,A,Canada
27,72796,2,8,C,Urugay
35,55712,5,6,A,Canada
30,93093,8,6,B,Argentina
64,97326,4,6,A,Argentina
28,97536,12,7,B,Peru
54,38232,3,4,A,Mexico
38,73799,10,4,A,Peru
64,86042,8,4,B,Argentina
47,56698,3,1,C,Urugay
46,84588,11,9,C,Estados Unidos
27,52853,12,1,A,Urugay
21,74460,5,6,C,Canada
42,37972,6,9,C,Urugay
57,95208,11,8,A,Mexico
21,41626,10,5,C,Canada
28,98817,8,1,A,Canada
36,60013,9,8,C,Urugay
21,89131,7,8,A,Peru
32,82236,11,6,B,Argentina
29,72152,5,5,C,Argentina
28,35647,6,7,A,Canada
37,73454,13,7,A,Urugay
29,97602,13,5,C,Argentina
20,92852,6,5,C,Mexico
41,79267,7,4,A,Peru
62,74246,10,4,C,Canada
51,32245,12,8,A,Mexico
49,50913,12,2,A,Urugay
36,41715,3,8,A,Argentina
20,88079,1,5,A,Argentina
50,66245,6,3,B,Argentina
39,59952,10,7,A,Argentina
31,53121,7,1,A,Urugay
63,72361,13,6,B,Canada
29,40928,3,7,A,Estados Unidos
27,41236,8,6,C,Mexico
59,25078,7,5,A,Urugay
32,68982,11,5,C,Estados Unidos
52,39812,13,4,C,Estados Unidos
63,49315,14,2,B,Peru
56,71209,11,9,C,Mexico
64,88193,11,6,B,Peru
56,79253,1,9,C,Mexico
45,85283,5,9,B,Estados Unidos
20,32349,1,5,C,Mexico
25,65586,2,6,B,Estados Unidos
39,27170,2,2,C,Urugay
46,32035,6,5,A,Argentina
22,84330,12,7,B,Urugay
40,94097,11,7,B,Canada
31,52907,3,3,C,Argentina
43,59184,14,2,C,Mexico
34,25648,4,9,A,Urugay
50,92341,3,2,A,Canada
49,86627,2,2,C,Argentina
30,68655,12,8,A,Urugay
24,72867,3,3,C,Canada
36,60703,4,9,B,Urugay
37,93015,6,6,A,Mexico
46,51626,12,3,A,Argentina
23,56233,2,3,A,Mexico
21,58705,7,2,B,Peru
61,97265,12,3,B,Urugay
34,78827,3,4,A,Mexico
37,57081,3,3,C,Estados Unidos
49,96553,10,9,C,Mexico
44,94688,14,4,B,Urugay
45,81423,14,5,C,Urugay
51,97606,14,2,A,Canada
23,77816,9,3,C,Peru
36,99021,13,5,C,Urugay
48,70270,14,8,B,Mexico
62,76515,11,6,A,Argentina
62,26510,6,1,A,Estados Unidos
24,89953,1,5,B,Peru
41,74035,4,6,A,Mexico
33,36216,2,6,C,Peru
40,82501,14,5,C,Argentina
55,63241,3,2,A,Estados Unidos
60,72035,11,1,C,Mexico
24,91600,4,8,B,Argentina
42,61401,12,1,B,Canada
64,34834,11,5,A,Argentina
43,32192,11,3,B,Urugay
34,95876,3,6,C,Peru
37,35724,4,8,A,Canada
62,29996,13,7,B,Canada
33,91418,8,1,C,Peru
48,67127,8,9,A,Canada
37,73107,7,5,B,Peru
48,54449,3,4,A,Urugay
30,45960,8,9,C,Canada
42,96404,5,9,C,Argentina
39,40729,10,9,A,Mexico
50,32597,13,6,C,Peru
60,83822,1,9,C,Peru
55,58456,12,9,C,Argentina
20,40572,5,3,C,Mexico
23,55283,1,5,C,Mexico
29,79471,3,6,C,Argentina
26,98721,6,6,A,Urugay
54,65136,9,3,A,Urugay
60,46649,5,7,B,Argentina
28,55657,6,9,B,Mexico
33,42589,8,5,B,Mexico
51,86722,12,6,B,Urugay
60,30757,2,3,A,Mexico
37,30594,9,1,C,Urugay
33,96469,3,7,B,Estados Unidos
47,93081,9,4,B,Argentina
52,37421,3,3,C,Argentina
20,96529,6,1,B,Peru
54,87504,5,1,C,Argentina
22,78649,8,4,C,Mexico
31,53359,1,7,A,Mexico
32,82330,13,1,C,Peru
52,71060,7,2,A,Estados Unidos
61,62502,3,8,B,Urugay
64,79781,7,6,A,Argentina
57,98037,9,9,B,Urugay
48,54554,12,3,B,Urugay
37,90634,6,5,C,Urugay
23,82852,14,9,A,Urugay
29,50875,1,5,A,Mexico
46,59274,6,1,B,Mexico
42,31760,8,5,A,Canada
38,89861,13,9,A,Canada
23,63803,4,9,B,Peru
52,90551,7,3,C,Mexico
54,61904,6,4,C,Canada
23,75691,12,1,C,Estados Unidos
26,37065,10,2,A,Mexico
22,30959,6,2,A,Mexico
40,55167,5,1,C,Urugay
50,27157,12,8,A,Urugay
32,58388,10,6,A,Peru
62,76911,5,2,C,Mexico
54,94752,8,2,B,Peru
57,72053,10,7,C,Estados Unidos
56,53234,7,4,C,Urugay
61,74986,12,2,C,Urugay
32,49159,9,5,A,Canada
56,57437,11,9,B,Mexico
49,49694,14,7,B,Argentina
36,68875,14,7,A,Urugay
50,71437,5,7,A,Estados Unidos
27,99161,1,1,C,Urugay
43,57190,13,9,A,Mexico
62,78691,2,4,B,Estados Unidos
52,33662,7,4,B,Argentina
37,43712,8,9,A,Urugay
40,54123,6,3,A,Peru
23,70280,14,6,A,Mexico
35,66848,11,6,B,Urugay
25,28392,14,3,C,Estados Unidos
56,98328,8,6,A,Urugay
30,67308,4,2,B,Argentina
64,68309,4,3,C,Urugay
27,94911,11,4,A,Mexico
41,34955,8,3,C,Peru
41,94349,5,4,A,Peru
59,75505,14,7,A,Mexico
26,30102,5,5,A,Peru
48,64556,8,6,A,Mexico
30,30462,2,3,A,Peru
54,96453,14,1,B,Mexico
51,70390,5,7,C,Argentina
43,68772,7,2,C,Argentina
44,39120,12,9,C,Estados Unidos
63,27882,13,8,A,Argentina
57,25759,2,3,C,Canada
39,91321,12,5,C,Peru
47,56148,7,9,A,Estados Unidos
48,85084,11,7,C,Canada
43,96423,14,6,C,Peru
56,42818,13,3,C,Urugay
43,47400,13,8,A,Argentina
51,38866,10,4,A,Urugay
39,95553,12,9,B,Argentina
22,40848,6,7,B,Estados Unidos
38,47343,7,7,C,Peru
54,74036,14,1,C,Canada
42,49244,14,4,A,Estados Unidos
46,27101,4,9,C,Canada
37,52408,10,6,C,Canada
40,29549,11,4,A,Canada
30,92098,11,1,B,Estados Unidos
52,82654,9,3,B,Mexico
40,50857,1,6,A,Estados Unidos
41,31838,8,6,B,Peru
36,76022,6,6,B,Estados Unidos
36,29508,1,7,B,Mexico
26,76528,12,2,B,Estados Unidos
33,94930,2,5,C,Mexico
34,31896,7,3,A,Mexico
20,45270,8,3,A,Mexico
20,33983,1,4,A,Urugay
39,46115,8,5,B,Peru
30,28816,4,5,C,Canada
63,81899,7,3,A,Peru
56,64109,10,1,C,Estados Unidos
62,50519,14,6,C,Mexico
32,64971,11,7,A,Mexico
25,30440,13,5,C,Peru
60,47617,1,8,B,Canada
57,27710,1,4,A,Peru
63,49147,5,5,B,Peru
25,40445,4,1,C,Canada
31,42843,12,8,B,Estados Unidos
48,84628,6,2,A,Urugay
54,95823,13,3,C,Peru
33,26493,2,6,C,Peru
21,46817,1,4,C,Peru
22,39345,13,5,C,Peru
31,28425,7,5,B,Canada
44,72412,13,4,B,Estados Unidos
40,89767,4,6,B,Urugay
45,63577,10,7,B,Estados Unidos
33,73318,8,2,B,Urugay
51,60230,6,8,B,Estados Unidos
62,84553,1,3,B,Peru
48,46664,11,6,A,Argentina
36,52522,4,5,A,Canada
30,75929,12,5,B,Estados Unidos
22,44217,5,8,B,Canada
50,84344,7,8,B,Urugay
47,50773,9,1,C,Canada
38,55730,13,7,B,Urugay
61,66450,11,3,C,Mexico
44,70364,1,9,C,Peru
32,62487,14,1,C,Argentina
39,57822,9,6,C,Canada
50,70618,9,2,B,Urugay
62,40516,12,4,C,Peru
28,33659,12,6,A,Estados Unidos
56,61910,11,3,B,Urugay
24,90030,11,3,C,Mexico
26,61909,14,3,B,Estados Unidos
44,67032,5,5,B,Mexico
63,47426,1,2,A,Urugay
47,68544,6,5,B,Mexico
53,88081,3,9,C,Peru
45,53452,7,7,C,Canada
40,37108,3,5,A,Estados Unidos
25,51339,12,4,A,Peru
59,25148,10,2,A,Peru
32,38244,10,1,B,Peru
24,96017,2,1,B,Canada
32,25609,12,8,B,Estados Unidos
41,87569,13,2,A,Mexico
64,41291,5,8,B,Peru
32,40546,9,3,B,Peru
54,41262,14,4,A,Mexico
48,25640,10,9,C,Urugay
22,84467,14,4,C,Urugay
26,35892,11,3,C,Peru
44,54631,3,1,B,Peru
43,93158,10,7,C,Estados Unidos
64,45684,12,9,A,Urugay
63,85957,13,7,A,Mexico
41,97098,7,5,C,Estados Unidos
45,53647,6,6,A,Mexico
49,84516,6,9,A,Canada
49,57524,1,8,C,Mexico
35,80572,14,1,A,Argentina
32,83424,3,5,C,Mexico
21,31135,11,1,B,Mexico
21,90177,8,3,A,Estados Unidos
55,98037,10,8,C,Urugay
44,90860,11,9,A,Canada
47,68565,13,8,A,Urugay
62,86855,8,2,A,Estados Unidos
41,70999,7,4,C,Peru
29,36932,8,1,A,Peru
29,32965,1,8,A,Peru
52,78640,10,9,B,Mexico
32,77266,13,2,A,Urugay
32,73001,1,4,B,Mexico
40,34846,4,4,A,Peru
40,54847,12,9,A,Argentina
34,69332,11,3,C,Argentina
24,79217,3,2,C,Urugay
25,38655,7,1,C,Canada
51,72268,1,7,C,Peru
30,78003,1,8,B,Argentina
47,60344,6,5,C,Mexico
48,87234,2,5,A,Peru
33,39064,9,3,C,Estados Unidos
50,94093,2,6,B,Estados Unidos
51,82058,9,8,B,Canada
61,55882,10,2,B,Urugay
57,51684,14,3,A,Peru
60,47745,14,1,C,Peru
42,84247,14,5,B,Argentina
26,65024,11,2,A,Canada
52,99670,11,9,A,Estados Unidos
42,62944,12,6,A,Argentina
21,99749,7,2,B,Estados Unidos
21,90231,4,5,A,Argentina
38,25846,2,2,B,Estados Unidos
25,74185,13,5,A,Mexico
46,31276,5,9,C,Mexico
60,34060,10,9,C,Peru
43,52446,8,8,C,Urugay
34,64603,12,8,C,Argentina
36,95923,11,7,A,Peru
37,69093,4,2,C,Argentina
23,61890,6,6,A,Peru
29,94611,2,1,B,Mexico
29,65626,8,6,C,Urugay
51,39234,4,6,B,Estados Unidos
35,85297,12,7,C,Mexico
22,61419,12,3,A,Mexico
57,49706,9,3,B,Estados Unidos
47,34999,2,1,B,Peru
47,48453,4,8,A,Urugay
24,44763,7,4,C,Canada
38,41143,9,4,A,Urugay
46,67013,14,9,A,Urugay
25,85553,11,5,A,Canada
25,78518,1,5,B,Mexico
54,40986,7,3,A,Canada
55,86356,8,6,C,Mexico
51,30162,6,1,B,Estados Unidos
28,85670,7,3,B,Canada
39,32989,13,6,A,Peru
33,84678,7,6,C,Peru
41,99557,14,9,C,Canada
40,44613,2,6,C,Urugay
25,45977,12,9,C,Estados Unidos
45,75759,5,1,B,Urugay
45,80787,3,7,C,Mexico
30,71583,12,1,B,Peru
35,98567,2,7,A,Canada
47,28039,2,2,B,Canada
38,66321,12,2,A,Peru
43,75994,2,2,B,Argentina
22,52481,9,4,A,Estados Unidos
64,33898,6,1,C,Argentina
53,80795,9,2,C,Urugay
53,57603,3,4,C,Canada
41,39385,9,3,C,Mexico
26,85516,14,6,C,Canada
32,83926,7,6,B,Argentina
51,46220,8,4,A,Argentina
43,75047,3,9,B,Urugay
34,87154,11,5,C,Canada
62,39445,4,7,C,Mexico
31,43741,14,7,B,Estados Unidos
41,47478,10,2,C,Urugay
24,44974,2,1,C,Estados Unidos
51,62499,7,8,A,Estados Unidos
50,86820,9,3,B,Mexico
40,88366,4,4,A,Peru
42,91901,9,6,A,Estados Unidos
64,97018,6,7,A,Estados Unidos
27,88706,5,7,A,Canada
33,73583,14,7,A,Argentina
63,83852,1,2,C,Argentina
23,32902,14,6,A,Mexico
52,54443,3,9,B,Argentina
50,49408,10,6,A,Urugay
46,71767,7,1,A,Estados Unidos
