location,vendor,lat,lon,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,ZIP,Calle,Ciudad
"Roma Sur, Cuauhtémoc, Distrito Federal",Kmk Inmobiliaria ,19.406299,-99.1639891,2.0,1,3.0,105.0,4900000.0,46666.666666666664,06760,Avenida Baja California,Ciudad de México
"Nayarit, Roma Sur, Cuauhtémoc, Distrito Federal",Tucasahoy ,19.4098231,-99.162138,2.0,1,3.0,142.0,7040000.0,49577.464788732395,06760,Eje Vial Eje 2 Poniente (Avenida Monterrey,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,74.0,4441570.0,60021.21621621621,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,2,2.0,97.0,5751680.0,59295.67010309279,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4676520.0,57734.81481481482,06700,Coahuila,Ciudad de México
"Avenida Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,1.0,1,2.0,88.0,3500000.0,39772.72727272727,06700,Tabasco,Ciudad de México
"Córdoba 223, Roma Norte, Cuauhtémoc, Distrito Federal",Kw Pedregal,19.4128016,-99.1572693,2.0,1,2.0,96.5,5150000.0,53367.87564766839,06700,Córdoba,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.3999518,-99.1710872,2.0,2,3.0,159.0,10030000.0,63081.76100628931,11800,Avenida José Martí,Ciudad de México
"Tonala 177 Depto 301 Ph, Roma Norte, Cuauhtémoc, Distrito Federal",Century21 Levalgroup,19.4130341,-99.1614773,2.0,2,2.0,100.0,11720768.0,117207.68,06700,Tonalá,Ciudad de México
"Querétaro, Cuauhtémoc, Distrito Federal",Circulobienesraices,19.4153499,-99.1582168,3.0,3,3.0,164.0,13868600.0,84564.63414634146,06700,Eje 2 Sur,Ciudad de México
"Querétaro, Cuauhtémoc, Distrito Federal",Circulobienesraices,19.4153499,-99.1582168,2.0,1,2.0,77.0,5463500.0,70954.54545454546,06700,Eje 2 Sur,Ciudad de México
"Acayucan, Roma Sur, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4043152,-99.156675,2.0,1,2.0,99.0,4100000.0,41414.14141414141,06760,Acayucan,Ciudad de México
"Querétaro, Cuauhtémoc, Distrito Federal",Circulobienesraices,19.4153499,-99.1582168,2.0,2,2.0,107.0,9591000.0,89635.5140186916,06700,Eje 2 Sur,Ciudad de México
"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",Luxence,19.4182766,-99.166438,2.0,2,2.0,160.0,10600000.0,66250.0,06700,Colima,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.405299,-99.1649891,2.0,2,2.0,92.0,6037000.0,65619.56521739131,06760,Quintana Roo,Ciudad de México
"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",Cattoribr,19.4129403,-99.1615832,2.0,1,2.0,114.0,8550000.0,75000.0,06700,Tonalá,Ciudad de México
"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",Xlife Real Estate,19.4203566,-99.1587749,2.0,1,3.0,140.0,6500000.0,46428.57142857143,06700,Colima,Ciudad de México
"Venta De Departamento En Colonia Roma, Roma Sur, Cuauhtémoc, Distrito Federal",Skgasesoresinmobiliarios,19.4095846,-99.1575732,2.0,2,3.0,154.0,22330000.0,145000.0,06760,Toluca,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4676520.0,57734.81481481482,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4829620.0,59624.93827160494,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,74.0,4419100.0,59717.56756756757,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,74.0,4419100.0,59717.56756756757,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,5135820.0,63405.18518518518,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,2,2.0,97.0,5999560.0,61851.13402061856,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4753070.0,58679.87654320987,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,83.0,5222500.0,62921.68674698795,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,83.0,4949550.0,59633.132530120485,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,93.0,5064690.0,54459.032258064515,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,131.0,6360510.0,48553.51145038168,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,2,2.0,97.0,6042960.0,62298.55670103093,06700,Coahuila,Ciudad de México
"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",Morris Lan,19.4168211,-99.1596475,2.0,2,3.0,161.0,10600000.0,65838.50931677019,06700,Plaza Luis Cabrera,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,119.0,6290450.0,52860.924369747896,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,5856980.0,60381.237113402065,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,6229380.0,64220.41237113402,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,6042960.0,62298.55670103093,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4829620.0,59624.93827160494,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,78.0,4632090.0,59385.769230769234,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,78.0,4612462.0,59134.1282051282,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,93.0,5845980.0,62860.0,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,78.0,4710600.0,60392.307692307695,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,6129760.0,63193.40206185567,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,2,2.0,97.0,5999560.0,61851.13402061856,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,78.0,4655643.0,59687.730769230766,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,120.0,6306550.0,52554.583333333336,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,6064660.0,62522.26804123711,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,2,2.0,97.0,6129760.0,63193.40206185567,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,5763880.0,59421.44329896907,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,83.0,4719900.0,56866.26506024096,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,2,2.0,97.0,5844580.0,60253.40206185567,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,5751680.0,59295.67010309279,06700,Coahuila,Ciudad de México
"Puerto Mexico, Roma Sur, Cuauhtémoc, Distrito Federal",Ps Bienesraices,19.4037919,-99.1649783,2.0,2,2.0,114.0,8000000.0,70175.43859649122,06760,Puerto México,Ciudad de México
"Chilpancingo, Roma Sur, Cuauhtémoc, Distrito Federal",Morris Lan,19.406804,-99.169478,3.0,1,2.0,176.0,9500000.0,53977.27272727273,06100,Calle Chilpancingo,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4829620.0,59624.93827160494,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,85.0,4918890.0,57869.294117647056,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4753070.0,58679.87654320987,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,83.0,4796450.0,57788.55421686747,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4753070.0,58679.87654320987,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4676520.0,57734.81481481482,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4829620.0,59624.93827160494,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,2,2.0,97.0,6216180.0,64084.32989690721,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,78.0,4655643.0,59687.730769230766,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,157.0,6380520.0,40640.25477707006,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,5135820.0,63405.18518518518,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,81.0,4906170.0,60570.0,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,93.0,5845980.0,62860.0,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,183.0,8026360.0,43859.89071038251,06700,Coahuila,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Neximo,19.4087933,-99.1652066,2.0,1,2.0,151.0,9859115.0,65292.15231788079,06760,Aguascalientes,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Primer Nivel Inmobiliaria,19.4211605,-99.1554569,1.0,1,1.0,62.0,4206000.0,67838.70967741935,06700,Colima,Ciudad de México
"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",Espaciosurbanosmx,19.413879,-99.160909,1.0,1,1.0,60.0,4623086.0,77051.43333333333,06700,Eje Vial 2A Sur,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.405299,-99.1649891,2.0,2,2.0,91.0,6650000.0,73076.92307692308,06760,Quintana Roo,Ciudad de México
"Departamentos En Preventa Av. Eugenio Garza Sada, Zona Distrito Tec (vav), Roma, Monterrey, Nuevo León",Urban Properties,25.6565947,-100.2953585,1.0,1,1.0,40.0,2325668.0,58141.7,64810,Avenida Eugenio Garza Sada,Nuevo León
"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,2.0,2,3.0,270.0,14040000.0,52000.0,06700,Tabasco,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,97.0,5670780.0,58461.64948453608,06700,Coahuila,Ciudad de México
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Morris Lan,19.4148155,-99.1603133,2.0,1,3.0,145.0,9080660.0,62625.24137931035,06700,#229,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.405299,-99.1649891,2.0,2,2.0,92.0,6300000.0,68478.26086956522,06760,Quintana Roo,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Century21bautistayasociados,19.4046152,-99.1662218,2.0,2,2.0,120.0,7883287.0,65694.05833333333,06760,Tlacotalpan,Ciudad de México
"Cuauhtémoc, Distrito Federal",Rematadascom,19.4113464,-99.1629528,3.0,1,3.0,100.0,1758320.0,17583.2,06700,147,Ciudad de México
"Chilpancingo, Roma Sur, Cuauhtémoc, Distrito Federal",Morris Lan,19.406804,-99.169478,2.0,1,2.0,105.0,5350000.0,50952.380952380954,06100,Calle Chilpancingo,Ciudad de México
"Viaducto Miguel Aleman, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,1.0,1,2.0,67.0,2690000.0,40149.25373134328,06760,Quintana Roo,Ciudad de México
"Tepeji, Roma Sur, Cuauhtémoc, Distrito Federal",Cattoribr,19.4078138,-99.1618723,2.0,2,3.0,162.0,8093500.0,49959.87654320987,06760,Tepeji,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Century21bautistayasociados,19.4046152,-99.1662218,2.0,2,2.0,106.0,8952615.0,84458.6320754717,06760,Tlacotalpan,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Luxuryhabitatmx,19.4046152,-99.1662218,2.0,2,2.0,120.0,7650000.0,63750.0,06760,Tlacotalpan,Ciudad de México
"Tlacotalpan 89, Roma Sur, Cuauhtémoc, Distrito Federal",Century21 Living,19.4046152,-99.1662218,2.0,2,2.0,120.55,7030000.0,58316.05143094152,06760,Tlacotalpan,Ciudad de México
"Nayarit, Roma Sur, Cuauhtémoc, Distrito Federal",Tucasahoy ,19.4098231,-99.162138,2.0,1,2.0,86.0,4700000.0,54651.16279069767,06760,Eje Vial Eje 2 Poniente (Avenida Monterrey,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Century21bautistayasociados,19.4046152,-99.1662218,2.0,2,2.0,120.0,7651263.0,63760.525,06760,Tlacotalpan,Ciudad de México
"Bajío, Roma Sur, Cuauhtémoc, Distrito Federal",Inmoinn,19.4029252,-99.1680476,2.0,2,2.0,111.0,6580413.0,59283.0,06760,Calle Bajío,Ciudad de México
"Tonala, Roma Norte, Cuauhtémoc, Distrito Federal",Avitana,19.4210293,-99.1635414,1.0,1,1.0,54.0,3912000.0,72444.44444444444,06700,Tonalá,Ciudad de México
"Bajio, Roma Sur, Cuauhtémoc, Distrito Federal",Mi Casa Propia,19.4054829,-99.1647868,2.0,2,3.0,111.0,6790000.0,61171.17117117117,06760,Quintana Roo,Ciudad de México
"Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",Luxuryhabitatmx,19.4128016,-99.1572693,1.0,1,1.0,50.0,3147772.0,62955.44,06700,Córdoba,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4009518,-99.1700872,2.0,2,3.0,112.0,6890000.0,61517.857142857145,06760,Avenida Insurgentes Sur,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,2.0,2,2.0,86.8,5845980.0,67350.0,06700,Tabasco,Ciudad de México
"Puerto Mexico, Roma Sur, Cuauhtémoc, Distrito Federal",Ps Bienesraices,19.4037919,-99.1649783,2.0,2,1.0,154.0,7700000.0,50000.0,06760,Puerto México,Ciudad de México
"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",Morris Lan,19.4168211,-99.1596475,3.0,2,3.0,193.0,10050000.0,52072.538860103625,06700,Plaza Luis Cabrera,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Sata7784633,19.4222428,-99.1627869,1.0,1,1.0,39.0,3516884.0,90176.51282051284,06700,Puebla,Ciudad de México
"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",Tucasahoy ,19.4158401,-99.1596792,2.0,2,2.0,161.0,9550000.0,59316.7701863354,06700,Zacatecas,Ciudad de México
"Linares, Roma Sur, Cuauhtémoc, Distrito Federal",Luxuryhabitatmx,19.438631,-99.14881,3.0,2,3.0,150.0,8706563.0,58043.753333333334,06300,Calle Guerrero,Ciudad de México
"Aguascalientes, Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4090847,-99.1643187,1.0,1,2.0,64.0,4340240.0,67816.25,06760,Aguascalientes,Ciudad de México
"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",Home Seekers,19.4124914,-99.1572585,2.0,1,2.0,82.0,4850000.0,59146.34146341463,06700,Córdoba,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Neximo,19.4155552,-99.1615919,2.0,2,3.0,270.0,13500000.0,50000.0,06700,Zacatecas,Ciudad de México
"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",Century21 Viva,19.421399,-99.1587768,2.0,2,2.0,166.0,11500000.0,69277.10843373495,06700,Calle de Durango,Ciudad de México
"Cozumel, Roma Norte, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4171424,-99.1703275,1.0,1,1.0,65.0,5570000.0,85692.30769230769,06700,Cozumel,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Luxuryhabitatmx,19.4046152,-99.1662218,2.0,2,3.0,121.0,8700000.0,71900.82644628099,06760,Tlacotalpan,Ciudad de México
"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",Tucasahoy ,19.4158401,-99.1596792,2.0,2,3.0,194.0,11100000.0,57216.49484536082,06700,Zacatecas,Ciudad de México
"Av. Baja California, Roma Sur, Cuauhtémoc, Distrito Federal",Luxuryhabitatmx,19.4067443,-99.1561012,2.0,1,2.0,89.0,4720000.0,53033.70786516854,06760,Avenida Baja California,Ciudad de México
"Viaducto, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,2.0,1,2.0,91.0,4061005.0,44626.42857142857,06760,Quintana Roo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Nik Bienesraices,19.405299,-99.1649891,2.0,1,2.0,107.0,8521860.0,79643.55140186916,06760,Quintana Roo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Nik Bienesraices,19.405299,-99.1649891,2.0,1,2.0,115.0,5342425.0,46455.86956521739,06760,Quintana Roo,Ciudad de México
"Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.42064,-99.1702226,1.0,1,1.0,40.0,4120000.0,103000.0,06700,Eje Vial 3 Poniente,Ciudad de México
"Bajio, Roma Sur, Cuauhtémoc, Distrito Federal",Grupo Inmobiliario Gid13,19.403459,-99.1640113,2.0,2,3.0,149.0,9670000.0,64899.328859060406,06760,Calle Manzanillo,Ciudad de México
"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",Remax Plus,19.4195,-99.1589,2.0,1,3.0,112.0,5600000.0,50000.0,06700,Tabasco,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Neximo,19.415626,-99.1630521,3.0,2,3.0,144.0,10134810.0,70380.625,06700,Monterrey,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Neximo,19.4081659,-99.1643788,1.0,1,2.0,70.0,4578675.0,65409.642857142855,06760,Nautla,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,86.0,4983878.0,57952.06976744186,06760,Quintana Roo,Ciudad de México
"Torreon, Roma Sur, Cuauhtémoc, Distrito Federal",Morris Lan,19.402913,-99.1613826,2.0,2,3.0,164.0,8229770.0,50181.5243902439,06760,Torreón,Ciudad de México
"Puerto Mexico, Roma Sur, Cuauhtémoc, Distrito Federal",Ps Bienesraices,19.4037919,-99.1649783,1.0,1,1.0,80.0,5700000.0,71250.0,06760,Puerto México,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,142.0,7154848.0,50386.25352112676,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,87.0,5138544.0,59063.72413793104,06760,Quintana Roo,Ciudad de México
"Bajio, Roma Sur, Cuauhtémoc, Distrito Federal",Grupo Inmobiliario Gid13,19.4054829,-99.1647868,2.0,2,3.0,111.0,6790000.0,61171.17117117117,06760,Quintana Roo,Ciudad de México
"Roma Privada, Roma Privada, Monterrey, Nuevo León",Horacio Zamarripa Rivas,25.6441572,-100.2968073,2.0,1,3.0,103.0,4993491.0,48480.49514563107,64740,Avenida Luis Elizondo,Nuevo León
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,3.0,98.0,5790664.0,59088.4081632653,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,87.0,5190136.0,59656.73563218391,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,165.0,8094465.0,49057.36363636364,06760,Quintana Roo,Ciudad de México
"Bajio, Roma Sur, Cuauhtémoc, Distrito Federal",Mi Casa Propia,19.403459,-99.1640113,2.0,2,3.0,149.0,9670000.0,64899.328859060406,06760,Calle Manzanillo,Ciudad de México
"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",Licmarthasbarandalicmar,19.4206466,-99.170547,2.0,2,2.0,99.0,7690640.0,77683.23232323233,06700,Puebla,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,86.0,5216099.0,60652.313953488374,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,98.0,5761134.0,58787.08163265306,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,146.0,7298901.0,49992.47260273973,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,98.0,5876357.0,59962.82653061225,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,84.0,5093171.0,60632.98809523809,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,98.0,5703523.0,58199.21428571428,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,3.0,98.0,5732989.0,58499.88775510204,06760,Quintana Roo,Ciudad de México
"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,2.0,2,2.0,160.0,6900000.0,43125.0,06700,Tabasco,Ciudad de México
"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4168211,-99.1596475,3.0,1,3.0,150.0,10400000.0,69333.33333333333,06700,Plaza Luis Cabrera,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Neximo,19.4153088,-99.1632172,3.0,2,3.0,150.0,10549350.0,70329.0,06700,Zacatecas,Ciudad de México
"Álvaro Obregón, Roma Norte, Cuauhtémoc, Distrito Federal",Century21promozurangel,19.4173906,-99.1630212,1.0,1,1.0,33.59,3111913.0,92644.03096159572,06700,Avenida Álvaro Obregón,Ciudad de México
